x.bmi5cat,income2,x.state,Freq
4,4,42,225789
1,5,42,7678
2,5,42,243494
3,5,42,252179
4,5,42,223904
1,6,42,23789
2,6,42,270492
3,6,42,344707
4,6,42,351492
1,7,42,15928
2,7,42,440733
3,7,42,461661
4,7,42,441990
1,8,42,34648
2,8,42,1009838
3,8,42,1143523
4,8,42,904453
1,77,42,27886
2,77,42,294024
3,77,42,233517
4,77,42,193371
1,99,42,935
2,99,42,245811
3,99,42,231466
4,99,42,199135
1,1,44,874
2,1,44,2924
3,1,44,9251
4,1,44,9951
1,2,44,782
2,2,44,10030
3,2,44,8550
4,2,44,10982
1,3,44,1137
2,3,44,15654
3,3,44,15976
4,3,44,15072
1,4,44,851
2,4,44,16510
3,4,44,19873
4,4,44,17864
1,5,44,285
2,5,44,17689
3,5,44,22240
4,5,44,17749
1,6,44,3035
2,6,44,25701
3,6,44,21773
4,6,44,22302
1,7,44,1914
2,7,44,32734
3,7,44,37852
4,7,44,22518
1,8,44,3136
2,8,44,92505
3,8,44,104102
4,8,44,64156
1,77,44,2443
2,77,44,23089
3,77,44,20958
4,77,44,17910
1,99,44,911
2,99,44,21415
3,99,44,24775
4,99,44,15893
1,1,45,8901
2,1,45,60859
3,1,45,44582
4,1,45,65249
1,2,45,5663
2,2,45,33628
3,2,45,44776
4,2,45,61575
1,3,45,7398
2,3,45,63140
3,3,45,78917
4,3,45,104590
1,4,45,6059
2,4,45,87165
3,4,45,86130
4,4,45,107479
1,5,45,6373
2,5,45,96054
3,5,45,129672
4,5,45,148817
1,6,45,5583
2,6,45,134829
3,6,45,164448
4,6,45,164780
1,7,45,5555
2,7,45,123340
3,7,45,203312
4,7,45,178860
1,8,45,8662
2,8,45,258002
3,8,45,378454
4,8,45,259710
1,77,45,10941
2,77,45,124132
3,77,45,91642
4,77,45,112450
1,99,45,4773
2,99,45,70641
3,99,45,86982
4,99,45,64527
1,1,46,101
2,1,46,8996
3,1,46,5284
4,1,46,7142
1,2,46,68
2,2,46,6421
3,2,46,5899
4,2,46,8250
1,3,46,1273
2,3,46,9673
3,3,46,8687
4,3,46,10708
1,4,46,569
2,4,46,9855
3,4,46,10817
4,4,46,10846
1,5,46,2371
2,5,46,16573
3,5,46,24324
4,5,46,20331
1,6,46,1173
2,6,46,27860
3,6,46,34244
4,6,46,22731
1,7,46,1525
2,7,46,28004
3,7,46,38918
4,7,46,28255
1,8,46,808
2,8,46,46318
3,8,46,66377
4,8,46,47605
1,77,46,957
2,77,46,18941
3,77,46,14902
4,77,46,13307
1,99,46,1800
2,99,46,14169
3,99,46,22576
4,99,46,14827
1,1,47,9056
2,1,47,76843
3,1,47,68099
4,1,47,90697
1,2,47,6056
2,2,47,80825
3,2,47,68705
4,2,47,109758
1,3,47,6702
2,3,47,105916
3,3,47,102242
4,3,47,121624
1,4,47,9296
2,4,47,121713
3,4,47,127288
4,4,47,169893
1,5,47,7211
2,5,47,135722
3,5,47,147254
4,5,47,143664
1,6,47,4833
2,6,47,170286
3,6,47,209445
4,6,47,215628
1,7,47,2358
2,7,47,172784
3,7,47,212854
4,7,47,251440
1,8,47,19513
2,8,47,383897
3,8,47,445162
4,8,47,365767
1,77,47,5882
2,77,47,113413
3,77,47,129395
4,77,47,124998
1,99,47,4421
2,99,47,110301
3,99,47,100912
4,99,47,61483
1,1,48,18727
2,1,48,293544
3,1,48,252404
4,1,48,256210
1,2,48,2808
2,2,48,164624
3,2,48,312362
4,2,48,321021
1,3,48,11080
2,3,48,274702
3,3,48,337821
4,3,48,409150
1,4,48,30339
2,4,48,429705
3,4,48,606221
4,4,48,630662
1,5,48,7887
2,5,48,391958
3,5,48,612625
4,5,48,681507
1,6,48,21070
2,6,48,595469
3,6,48,727821
4,6,48,670746
1,7,48,17040
2,7,48,675464
3,7,48,782827
4,7,48,998957
1,8,48,35018
2,8,48,1661799
3,8,48,2236236
4,8,48,1733847
1,77,48,67076
2,77,48,679075
3,77,48,414999
4,77,48,593743
1,99,48,28541
2,99,48,469310
3,99,48,422845
4,99,48,415945
1,1,49,615
2,1,49,17138
3,1,49,13003
4,1,49,12145
1,2,49,1505
2,2,49,20341
3,2,49,13141
4,2,49,10294
1,3,49,3245
2,3,49,32488
3,3,49,26857
4,3,49,21894
1,4,49,2206
2,4,49,37161
3,4,49,30607
4,4,49,34017
1,5,49,3151
2,5,49,49141
3,5,49,47804
4,5,49,46421
1,6,49,4892
2,6,49,79366
3,6,49,79072
4,6,49,68174
1,7,49,3610
2,7,49,113997
3,7,49,115401
4,7,49,101375
1,8,49,14165
2,8,49,254096
3,8,49,276419
4,8,49,197695
1,77,49,10953
2,77,49,84181
3,77,49,55889
4,77,49,50364
1,99,49,1278
2,99,49,43156
3,99,49,45460
4,99,49,26191
1,1,50,301
2,1,50,4823
3,1,50,2608
4,1,50,4861
1,2,50,540
2,2,50,7282
3,2,50,4417
4,2,50,5461
1,3,50,198
2,3,50,8691
3,3,50,6674
4,3,50,8281
1,4,50,440
2,4,50,10550
3,4,50,10145
4,4,50,8646
1,5,50,779
2,5,50,15577
3,5,50,12648
4,5,50,13505
1,6,50,404
2,6,50,19782
3,6,50,20017
4,6,50,17651
1,7,50,688
2,7,50,21682
3,7,50,27104
4,7,50,23274
1,8,50,1584
2,8,50,52183
3,8,50,49500
4,8,50,30782
1,77,50,1755
2,77,50,18699
3,77,50,10787
4,77,50,8504
1,99,50,374
2,99,50,14780
3,99,50,12735
4,99,50,7288
1,1,51,9724
2,1,51,72211
3,1,51,49558
4,1,51,65573
1,2,51,4766
2,2,51,47190
3,2,51,57551
4,2,51,73738
1,3,51,10498
2,3,51,73473
3,3,51,79452
4,3,51,116582
1,4,51,9650
2,4,51,101871
3,4,51,128656
4,4,51,136573
1,5,51,9611
2,5,51,144688
3,5,51,174389
4,5,51,145791
1,6,51,13178
2,6,51,189475
3,6,51,211062
4,6,51,209670
1,7,51,4163
2,7,51,212209
3,7,51,297568
4,7,51,287852
1,8,51,24917
2,8,51,754543
3,8,51,900518
4,8,51,618706
1,77,51,18289
2,77,51,191069
3,77,51,133601
4,77,51,112378
1,99,51,5415
2,99,51,150219
3,99,51,149317
4,99,51,75770
1,1,53,4555
2,1,53,53557
3,1,53,46496
4,1,53,61474
1,2,53,3153
2,2,53,56075
3,2,53,43856
4,2,53,50015
1,3,53,6219
2,3,53,86916
3,3,53,85868
4,3,53,76271
1,4,53,8666
2,4,53,94731
3,4,53,103086
4,4,53,93401
1,5,53,12337
2,5,53,117175
3,5,53,128238
4,5,53,116641
1,6,53,6307
2,6,53,172819
3,6,53,200179
4,6,53,179757
1,7,53,8535
2,7,53,225168
3,7,53,249655
4,7,53,234256
1,8,53,22088
2,8,53,683891
3,8,53,703757
4,8,53,512753
1,77,53,23372
2,77,53,177973
3,77,53,122489
4,77,53,99602
1,99,53,6194
2,99,53,153223
3,99,53,136252
4,99,53,79458
1,1,54,1253
2,1,54,15573
3,1,54,18892
4,1,54,33583
1,2,54,2252
2,2,54,18957
3,2,54,20846
4,2,54,31467
1,3,54,2971
2,3,54,29015
3,3,54,31924
4,3,54,47423
1,4,54,2953
2,4,54,42048
3,4,54,37460
4,4,54,60537
1,5,54,1802
2,5,54,47265
3,5,54,69298
4,5,54,68390
1,6,54,755
2,6,54,40808
3,6,54,61894
4,6,54,72030
1,7,54,3869
2,7,54,39792
3,7,54,54228
4,7,54,65193
1,8,54,2567
2,8,54,66341
3,8,54,90939
4,8,54,97051
1,77,54,3887
2,77,54,36116
3,77,54,32902
4,77,54,41152
1,99,54,621
2,99,54,19453
3,99,54,20636
4,99,54,17517
1,1,55,2940
2,1,55,37283
3,1,55,48989
4,1,55,36819
1,2,55,3606
2,2,55,33363
3,2,55,42312
4,2,55,54851
1,3,55,12351
2,3,55,69129
3,3,55,79137
4,3,55,87879
1,4,55,568
2,4,55,81014
3,4,55,98908
4,4,55,97356
1,5,55,5133
2,5,55,119173
3,5,55,140477
4,5,55,120077
1,6,55,4364
2,6,55,126040
3,6,55,181807
4,6,55,182783
1,7,55,5297
2,7,55,179892
3,7,55,249270
4,7,55,231376
1,8,55,18029
2,8,55,444296
3,8,55,524946
4,8,55,388906
1,77,55,17907
2,77,55,97137
3,77,55,71106
4,77,55,79798
1,99,55,4476
2,99,55,55694
3,99,55,57550
4,99,55,42754
1,1,56,94
2,1,56,5064
3,1,56,2918
4,1,56,4239
1,2,56,213
2,2,56,4435
3,2,56,4213
4,2,56,4563
1,3,56,476
2,3,56,9000
3,3,56,7194
4,3,56,5973
1,4,56,589
2,4,56,9851
3,4,56,11533
4,4,56,11306
1,5,56,1593
2,5,56,15033
3,5,56,12640
4,5,56,11045
1,6,56,495
2,6,56,17978
3,6,56,21220
4,6,56,14261
1,7,56,742
2,7,56,22502
3,7,56,23289
4,7,56,21610
1,8,56,1806
2,8,56,40143
3,8,56,46837
4,8,56,34863
1,77,56,238
2,77,56,9545
3,77,56,7377
4,77,56,7699
1,99,56,435
2,99,56,6697
3,99,56,8643
4,99,56,4316
1,1,66,502
2,1,66,4216
3,1,66,1992
4,1,66,4011
1,2,66,0
2,2,66,2775
3,2,66,1679
4,2,66,833
1,3,66,76
2,3,66,3141
3,3,66,2901
4,3,66,2528
1,4,66,163
2,4,66,2371
3,4,66,1663
4,4,66,2205
1,5,66,448
2,5,66,4050
3,5,66,5381
4,5,66,3027
1,6,66,151
2,6,66,3490
3,6,66,3641
4,6,66,3788
1,7,66,145
2,7,66,3344
3,7,66,3417
4,7,66,3204
1,8,66,289
2,8,66,4325
3,8,66,5859
4,8,66,5934
1,77,66,231
2,77,66,5369
3,77,66,3848
4,77,66,2617
1,99,66,0
2,99,66,1357
3,99,66,897
4,99,66,638
1,1,72,17279
2,1,72,158337
3,1,72,182760
4,1,72,233117
1,2,72,6124
2,2,72,91272
3,2,72,120512
4,2,72,105420
1,3,72,5944
2,3,72,84261
3,3,72,135966
4,3,72,117718
1,4,72,14924
2,4,72,71468
3,4,72,118730
4,4,72,97004
1,5,72,1284
2,5,72,58345
3,5,72,93595
4,5,72,67781
1,6,72,785
2,6,72,40195
3,6,72,56048
4,6,72,55538
1,7,72,1202
2,7,72,23265
3,7,72,38202
4,7,72,30237
1,8,72,1708
2,8,72,25946
3,8,72,39314
4,8,72,39832
1,77,72,9317
2,77,72,127267
3,77,72,117239
4,77,72,76079
1,99,72,3058
2,99,72,43320
3,99,72,53946
4,99,72,31007
